player_id,player_name_official,seasons_played,gp_regular_total,gp_regular_min_per_season,gp_regular_max_per_season,seasons_with_gp_over_6,g_regular_sum,a_regular_sum,p_regular_sum,plus_minus_regular_sum,pim_regular_sum,ppg_regular_sum,ppp_regular_sum,shg_regular_sum,shp_regular_sum,gwg_regular_sum,otg_regular_sum,sog_regular_sum,shooting_pct_regular_mean,fo_pct_regular_mean,toi_per_game_regular_mean,gp_playoffs_sum,g_playoffs_sum,a_playoffs_sum,p_playoffs_sum,plus_minus_playoffs_sum,pim_playoffs_sum,ppg_playoffs_sum,ppp_playoffs_sum,shg_playoffs_sum,shp_playoffs_sum,gwg_playoffs_sum,otg_playoffs_sum,sog_playoffs_sum,shooting_pct_playoffs_mean,fo_pct_playoffs_mean,toi_per_game_playoffs_mean,player_name_ep,player_pos_official,player_pos_ep,player_link_official,player_link_ep,player_image_official,date_of_birth,nation,height_cm,weight_kg,shoots,player_type,nhl_rights,draft,highlights,description,age_by_2025
943.0,Kevin Dallman,3,154.0,21.0,53.0,3,8.0,23.0,31.0,-23.0,45.0,3.0,12.0,0.0,0.0,1.0,0.0,248.0,3.275,9.55,15.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Kevin Dallman,D,D,https://www.nhl.com/player/8469795,https://www.eliteprospects.com/player/9129/kevin-dallman,https://assets.nhle.com/mugs/nhl/latest/8469795.png,2/26/1981,Canada / Kazakhstan,178,88,R,,,,"['1-time CHL Third All-Star Team', '2-time KHL First All-Star Team', '1-time OHL Second All-Star Team', '1-time OHL Third All-Star Team']","An offensive-minded, puck-moving defenseman. Skates well, and is very mobile. Has a bomb from the point, and displays leader qualities. Is a bit undersized as a defenseman, which hurts him in battles for position and the puck.",44
944.0,Mike Glumac,3,40.0,3.0,33.0,1,7.0,6.0,13.0,-8.0,38.0,5.0,6.0,0.0,0.0,0.0,0.0,62.0,4.233333333333333,24.433333333333334,10.316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Mike Glumac,C,C/RW,https://www.nhl.com/player/8470330,https://www.eliteprospects.com/player/10371/mike-glumac,https://assets.nhle.com/mugs/nhl/latest/8470330.png,4/5/1980,Canada / Croatia,188,92,R,,,,['1-time ECHL All-Rookie Team'],"Glumac is a hard working winger who plays an aggressive, physical style. Has decent hands and offensive ability, but isn't a very good skater.",45
945.0,Eric Brewer,16,1009.0,9.0,82.0,16,77.0,194.0,271.0,-99.0,794.0,19.0,79.0,0.0,9.0,13.0,5.0,1405.0,6.068421052631579,5.2631578947368425,406.0429824561404,34.0,3.0,14.0,17.0,-7.0,22.0,1.0,9.0,0.0,0.0,0.0,0.0,49.0,6.025,0.0,1195.4458333333334,Eric Brewer,D,D,https://www.nhl.com/player/8466142,https://www.eliteprospects.com/player/9095/eric-brewer,https://assets.nhle.com/mugs/nhl/latest/8466142.png,4/17/1979,Canada,193,98,L,,,"('1', '5', '1997')","['1-time Olympic Gold Medal', '3-time World Championship Gold Medal', '1-time World Cup Gold Medal']",Daughter : Hadley Brewer,46
946.0,Vladimir Orszagh,7,289.0,11.0,82.0,7,54.0,65.0,119.0,-22.0,194.0,11.0,26.0,2.0,4.0,9.0,0.0,442.0,12.37142857142857,14.285714285714286,13.466666666666669,6.0,2.0,0.0,2.0,-2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,100.0,16.15,Vladimir Orszagh,LW,RW,https://www.nhl.com/player/8462136,https://www.eliteprospects.com/player/1648/vladimir-orszagh,https://assets.nhle.com/mugs/nhl/latest/8462136.png,5/24/1977,Slovakia,180,86,L,,,"('5', '106', '1995')","['1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time SHL Champion']","Grandfather: Igor Orszagh
Uncle: Ivan Orszagh
Cousin: Petra Orszaghova",48
947.0,Jeff Hoggan,5,107.0,1.0,52.0,2,2.0,9.0,11.0,-26.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.6599999999999999,11.66,8.583333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Jeff Hoggan,RW,RW/LW,https://www.nhl.com/player/8470004,https://www.eliteprospects.com/player/8577/jeff-hoggan,https://assets.nhle.com/mugs/nhl/latest/8470004.png,2/1/1978,Canada,185,88,L,,,,"['2-time AHL Calder Cup Champion', '1-time NCAA (West) Second All-American Team']",Hoggan is a gritty winger with good speed. A good forechecker and hard worker. Good leadership qualities.,47
948.0,Simon Gamache,4,48.0,2.0,15.0,3,6.0,7.0,13.0,-10.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,55.0,8.766666666666667,25.933333333333334,9.766666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Simon Gamache,LW,LW/C,https://www.nhl.com/player/8468770,https://www.eliteprospects.com/player/10315/simon-gamache,https://assets.nhle.com/mugs/nhl/latest/8468770.png,1/3/1981,Canada,178,84,L,,,"('9', '290', '2000')","['1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time CHL First All-Star Team', '1-time CHL Humanitarian of the Year', '1-time CHL Player of the Year', '1-time CHL Second All-Star Team', '1-time CHL Top Scorer Award', '1-time ECHL All-Rookie Team', '1-time ECHL Kelly Cup Champion', '1-time ECHL Kelly Cup Playoffs MVP (June M Kelly Award)', '1-time NL Champion', '1-time NL Most Assists', '1-time NL Most Points', '1-time QMJHL Champion', '1-time QMJHL First All-Star Team', '1-time QMJHL Most Assists', '1-time QMJHL Most Goals', '1-time QMJHL Most Points (Jean Beliveau Trophy)', '1-time QMJHL Most Valuable Player (Michel Brière Trophy)', '1-time QMJHL Playoffs MVP (Guy Lafleur Trophy)', '1-time QMJHL Second All-Star Team', '1-time Spengler Cup Winner']",Son : Sasha Gamache,44
949.0,Trent Whitfield,8,194.0,1.0,61.0,6,11.0,18.0,29.0,-3.0,104.0,1.0,2.0,1.0,1.0,3.0,0.0,165.0,5.555555555555555,50.46666666666667,10.977777777777778,15.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,59.93333333333334,8.88888888888889,Trent Whitfield,C,C,https://www.nhl.com/player/8465056,https://www.eliteprospects.com/player/8823/trent-whitfield,https://assets.nhle.com/mugs/nhl/latest/8465056.png,6/17/1977,Canada,178,91,L,,,"('4', '100', '1996')","['1-time U20 WJC Gold Medal', '1-time ICEHL Champion', '1-time WHL (West) First All-Star Team']",,48
950.0,Timofei Shishkanov,2,24.0,2.0,22.0,1,3.0,2.0,5.0,-2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.75,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Timofei Shishkanov,RW,LW,https://www.nhl.com/player/8469486,https://www.eliteprospects.com/player/9390/timofei-shishkanov,https://assets.nhle.com/mugs/nhl/latest/8469486.png,6/10/1983,Russia,187,100,R,,,"('2', '33', '2001')","['1-time U17 WHC Gold Medal', '1-time U18 WJC Gold Medal', '1-time U20 WJC Gold Medal', '1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion', '1-time QMJHL First All-Star Team']",,42
951.0,Andy Roach,1,5.0,5.0,5.0,0,1.0,2.0,3.0,0.0,10.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,50.0,0.0,14.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Andy Roach,D,D,https://www.nhl.com/player/8466995,https://www.eliteprospects.com/player/13957/andy-roach,https://assets.nhle.com/mugs/nhl/latest/8466995.png,8/22/1973,USA,181,82,R,,,,"['1-time World Championship Bronze Medal', '3-time DEL Champion', '2-time NCAA (West) Second All-American Team']",A left-handed offensive defenseman with an excellent understanding of the game. A good passer and also a very good shooter. Very good on powerplay. Can also be used as a forward.,52
952.0,Jeff Woywitka,7,278.0,26.0,65.0,7,9.0,46.0,55.0,3.0,149.0,3.0,11.0,0.0,0.0,1.0,0.0,276.0,3.757142857142857,0.0,14.62857142857143,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.8,Jeff Woywitka,D,D,https://www.nhl.com/player/8469480,https://www.eliteprospects.com/player/9516/jeff-woywitka,https://assets.nhle.com/mugs/nhl/latest/8469480.png,9/1/1983,Canada,191,101,L,,,"('1', '27', '2001')","['1-time U20 WJC Silver Medal', '1-time CHL Memorial Cup Champion', '1-time CHL Third All-Star Team', '1-time WHL (East) First All-Star Team', '1-time WHL (East) Second All-Star Team', '1-time WHL Champion', '1-time WHL Top Defenseman (Bill Hunter Trophy)']","Uncle: Brad Guzda
Brother: Mark Woywitka
Cousin: Mack Guzda",42
953.0,Mike Zigomanis,7,197.0,2.0,75.0,7,21.0,19.0,40.0,-21.0,89.0,3.0,5.0,2.0,2.0,0.0,0.0,256.0,5.137499999999999,61.8,10.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Mike Zigomanis,C,C/RW,https://www.nhl.com/player/8467937,https://www.eliteprospects.com/player/9525/mike-zigomanis,https://assets.nhle.com/mugs/nhl/latest/8467937.png,1/17/1981,Canada / Greece,183,91,R,['Face-Off Specialist'],,"('2', '46', '2001')","['1-time U20 WJC Bronze Medal', '1-time NHL Stanley Cup Champion', '1-time OHL Second All-Rookie Team']",A right-handed center who can also play wing. Creative with the puck. Has good hands and is a good passer.,44
954.0,Colin Hemingway,1,3.0,3.0,3.0,0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Colin Hemingway,LW,RW,https://www.nhl.com/player/8468094,https://www.eliteprospects.com/player/13622/colin-hemingway,https://assets.nhle.com/mugs/nhl/latest/8468094.png,8/12/1980,Canada,183,87,R,,,"('8', '221', '1999')","['1-time NCAA (East) First All-American Team', '1-time NCAA (East) Second All-American Team', '2-time NCAA (Hockey East) Champion']",Brother: Brett Hemingway,45
955.0,Jon Disalvatore,2,6.0,1.0,5.0,0,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Jon Disalvatore,RW,RW,https://www.nhl.com/player/8468584,https://www.eliteprospects.com/player/9451/jon-disalvatore,https://assets.nhle.com/mugs/nhl/latest/8468584.png,3/30/1981,USA,185,91,R,,,"('4', '104', '2000')",['1-time AHL Second All-Star Team'],,44
956.0,Jesse Boulerice,6,172.0,2.0,76.0,3,8.0,2.0,10.0,-17.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.242857142857143,0.0,3.916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Jesse Boulerice,RW,RW,https://www.nhl.com/player/8465067,https://www.eliteprospects.com/player/9088/jesse-boulerice,https://assets.nhle.com/mugs/nhl/latest/8465067.png,8/10/1978,USA,188,98,R,['Enforcer'],,"('5', '133', '1996')",['1-time U20 WJC Silver Medal'],,47
957.0,Bill Guerin,18,1263.0,5.0,82.0,17,429.0,427.0,856.0,51.0,1660.0,130.0,265.0,2.0,3.0,77.0,9.0,3693.0,11.70909090909091,46.31875,18.010416666666668,140.0,39.0,35.0,74.0,-7.0,162.0,14.0,27.0,0.0,0.0,4.0,1.0,361.0,12.626666666666669,25.630000000000003,173.05833333333334,Bill Guerin,RW,RW,https://www.nhl.com/player/8456464,https://www.eliteprospects.com/player/9053/bill-guerin,https://assets.nhle.com/mugs/nhl/latest/8456464.png,11/9/1970,USA,188,100,R,"['Power Forward', 'Sniper', 'Speedster']",,"('1', '5', '1989')","['1-time World Cup Gold Medal', '1-time Olympic Silver Medal', '1-time NCAA (Hockey East) Champion', '1-time NHL Second All-Star Team', '2-time NHL Stanley Cup Champion', '1-time United States Hockey Hall of Fame']","Son: Liam Guerin

Guerin won his first Stanley Cup with the Devils in 1995, just his 3rd NHL season after being drafted 5th overall in 1989. Bill won World Cup gold in 1996 and captured a second Stanley Cup with the Penguins in 2009. The 6'2 power forward played in 4 All-Star games and retired in 2010 with 429 goals and 427 assists.",54
958.0,Radek Dvorak,18,1260.0,9.0,82.0,18,227.0,363.0,590.0,-10.0,449.0,27.0,82.0,24.0,35.0,24.0,0.0,2463.0,9.4,29.57894736842105,15.887719298245614,39.0,2.0,5.0,7.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,79.0,3.2,50.0,14.283333333333331,Radek Dvorak,RW,RW,https://www.nhl.com/player/8462041,https://www.eliteprospects.com/player/8599/radek-dvorak,https://assets.nhle.com/mugs/nhl/latest/8462041.png,3/9/1977,Czechia,188,88,R,['Speedster'],,"('1', '10', '1995')","['3-time World Championship Gold Medal', '1-time U18 EJC Bronze Medal']",,48
959.0,David Backes,15,965.0,6.0,82.0,15,248.0,313.0,561.0,64.0,1148.0,65.0,132.0,4.0,10.0,32.0,2.0,2178.0,9.9,48.29375,16.20625,82.0,17.0,22.0,39.0,-7.0,63.0,5.0,6.0,0.0,0.0,4.0,2.0,151.0,9.633333333333333,50.21111111111111,18.385185185185183,David Backes,RW,RW/C,https://www.nhl.com/player/8470655,https://www.eliteprospects.com/player/11435/david-backes,https://assets.nhle.com/mugs/nhl/latest/8470655.png,5/1/1984,USA,191,98,R,"['Net-Front Presence', 'Power Forward']",,"('2', '62', '2003')","['1-time Olympic Silver Medal', '1-time NCAA (West) Second All-American Team', '1-time USHL Clark Cup Champion', '1-time USHL First All-Star Team']",Cousin: Alev Baysoy,41
960.0,Brad Boyes,12,822.0,1.0,82.0,11,211.0,294.0,505.0,-18.0,251.0,56.0,146.0,2.0,3.0,38.0,5.0,1796.0,10.235714285714286,44.62857142857143,16.132142857142856,17.0,3.0,4.0,7.0,-6.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,40.0,7.5,56.93333333333334,18.35,Brad Boyes,RW,RW,https://www.nhl.com/player/8468504,https://www.eliteprospects.com/player/9092/brad-boyes,https://assets.nhle.com/mugs/nhl/latest/8468504.png,4/17/1982,Canada,184,90,R,,,"('1', '24', '2000')","['1-time U20 WJC Silver Medal', '1-time U20 WJC Bronze Medal', '1-time AHL All-Rookie Team', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time CHL Sportsman of the Year', '1-time NHL All-Rookie Team', '1-time OHL Champion', '1-time OHL First All-Star Team', '2-time OHL Most Outstanding Player (Red Tilson Trophy)', '1-time OHL Playoffs MVP (Wayne Gretzky 99 Award)', '1-time OHL Second All-Rookie Team', '1-time OHL Second All-Star Team']",Boyes is a creative winger who can both score and set goals up. Has great hands and vision. Very efficient in shootouts.,43
961.0,Glen Metropolit,8,407.0,2.0,82.0,8,57.0,102.0,159.0,8.0,148.0,18.0,42.0,0.0,2.0,10.0,0.0,612.0,7.7,47.554545454545455,12.674242424242424,30.0,1.0,4.0,5.0,-8.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,1.82,25.96,10.68,Glen Metropolit,C,C,https://www.nhl.com/player/8462823,https://www.eliteprospects.com/player/3587/glen-metropolit,https://assets.nhle.com/mugs/nhl/latest/8462823.png,6/25/1974,Canada,179,90,R,"['Dangler', 'Playmaker', 'Puckhandler']",,,"['1-time DEL Champion', '1-time ECHL Hall of Fame', '1-time NL Champion', '1-time NL Forward of the Year', '1-time NL Media All-Star Team', '1-time NL Most Assists', '2-time NL Most Points']",Metropolit is a speedy center with excellent playmaking ability and vision. Is a hard worker and a solid faceoff man. Has good defensive acumen.,51
962.0,Jamie Rivers,11,454.0,1.0,76.0,9,17.0,49.0,66.0,4.0,385.0,6.0,22.0,0.0,1.0,2.0,0.0,418.0,4.5,3.027272727272727,13.645454545454545,15.0,1.0,1.0,2.0,-2.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,6.25,0.0,7.4625,Jamie Rivers,D,D,https://www.nhl.com/player/8459484,https://www.eliteprospects.com/player/8935/jamie-rivers,https://assets.nhle.com/mugs/nhl/latest/8459484.png,3/16/1975,Canada,188,95,L,,,"('3', '63', '1993')","['1-time U20 WJC Gold Medal', '1-time AHL Second All-Star Team', '1-time CHL Second All-Star Team', '1-time OHL First All-Star Team', '1-time OHL Most Assists', '1-time OHL Most Outstanding Defenseman (Max Kaminsky Trophy)', '1-time OHL Second All-Star Team']",Brother: Shawn Rivers | Nephew: Gunner Rivers,50
963.0,DJ King,6,118.0,1.0,61.0,4,4.0,7.0,11.0,-14.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,60.0,2.766666666666667,13.1,6.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,DJ King,LW,LW/RW,https://www.nhl.com/player/8470294,https://www.eliteprospects.com/player/10200/d.j.-king,https://assets.nhle.com/mugs/nhl/latest/8470294.png,6/27/1984,Canada,191,105,L,['Enforcer'],,"('6', '190', '2002')",['1-time CHL Memorial Cup Champion'],Brother: Dwight King,41
964.0,Tomas Mojzis,3,17.0,4.0,7.0,1,1.0,2.0,3.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,4.766666666666667,0.0,10.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Tomas Mojzis,D,D,https://www.nhl.com/player/8469689,https://www.eliteprospects.com/player/8610/tomas-mojzis,https://assets.nhle.com/mugs/nhl/latest/8469689.png,5/2/1982,Czechia,183,83,L,,,"('8', '246', '2001')","['1-time World Championship Gold Medal', '1-time World Championship Bronze Medal', '1-time CHL First All-Star Team', '1-time Czech Extraliga Champion', '1-time WHL (West) First All-Star Team']","Mojžíš is a smart defenseman who plays a well-rounded game. Has great passing ability and poise, and can be used in any situation.
Doesn't have much of a physical game, and can be pushed around by bigger forwards.",43
965.0,Joel Perrault,6,96.0,2.0,49.0,4,12.0,14.0,26.0,-18.0,68.0,3.0,8.0,0.0,0.0,2.0,0.0,150.0,7.3875,39.675,10.80625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Joel Perrault,C,C/RW,https://www.nhl.com/player/8469584,https://www.eliteprospects.com/player/8911/joel-perrault,https://assets.nhle.com/mugs/nhl/latest/8469584.png,4/6/1983,Canada,187,96,R,,,"('5', '137', '2001')","['1-time CHL First All-Star Team', '1-time Continental Cup Champion', '1-time French Champion', '1-time QMJHL First All-Star Team', '1-time QMJHL Most Points (Jean Beliveau Trophy)', '1-time QMJHL Most Valuable Player (Michel Brière Trophy)']","Perrault is a skilled center with a good offensive game. Has fine vision and passing ability. Is a hard worker. Could improve his defensive game.
- Erik K.",42
966.0,Roman Polak,14,806.0,6.0,78.0,13,26.0,114.0,140.0,-8.0,643.0,0.0,5.0,0.0,2.0,6.0,0.0,799.0,2.786666666666666,13.333333333333334,18.08555555555556,71.0,0.0,4.0,4.0,-14.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,18.93958333333333,Roman Polak,D,D,https://www.nhl.com/player/8471392,https://www.eliteprospects.com/player/9621/roman-polak,https://assets.nhle.com/mugs/nhl/latest/8471392.png,4/28/1986,Czechia,188,107,R,,,"('6', '180', '2004')","['1-time U18 WJC Bronze Medal', '1-time U20 WJC Bronze Medal']",,39
967.0,Jay McKee,14,802.0,1.0,81.0,13,21.0,104.0,125.0,55.0,622.0,1.0,11.0,1.0,12.0,6.0,0.0,608.0,3.085714285714286,0.0,18.84027777777777,60.0,3.0,6.0,9.0,20.0,66.0,0.0,0.0,0.0,1.0,2.0,1.0,43.0,3.6875,0.0,16.76904761904762,Jay McKee,D,D,https://www.nhl.com/player/8462045,https://www.eliteprospects.com/player/8977/jay-mckee,https://assets.nhle.com/mugs/nhl/latest/8462045.png,9/8/1977,Canada,193,96,L,,,"('1', '14', '1995')","['1-time Allan Cup Champion', '1-time OHL Second All-Star Team']",,48
968.0,Andy McDonald,12,685.0,16.0,82.0,12,182.0,307.0,489.0,5.0,280.0,52.0,180.0,3.0,4.0,27.0,4.0,1666.0,10.276923076923076,54.76153846153846,17.308974358974357,56.0,18.0,19.0,37.0,5.0,28.0,9.0,18.0,0.0,0.0,1.0,0.0,167.0,8.86,61.760000000000005,19.33,Andy McDonald,C,C,https://www.nhl.com/player/8468434,https://www.eliteprospects.com/player/8527/andy-mcdonald,https://assets.nhle.com/mugs/nhl/latest/8468434.png,8/25/1977,Canada,178,85,L,['Speedster'],,,"['1-time NCAA (East) First All-American Team', '1-time NHL Stanley Cup Champion']",Son: Jake McDonald,48
969.0,David Perron,18,1174.0,10.0,82.0,18,319.0,465.0,784.0,-5.0,837.0,88.0,247.0,4.0,7.0,47.0,9.0,2484.0,13.080000000000002,27.360000000000003,16.73,110.0,26.0,38.0,64.0,5.0,88.0,8.0,20.0,0.0,0.0,5.0,0.0,241.0,8.709090909090909,37.08181818181818,17.022727272727273,David Perron,LW,LW/RW,https://www.nhl.com/player/8474102,https://www.eliteprospects.com/player/11123/david-perron,https://assets.nhle.com/mugs/nhl/latest/8474102.png,5/28/1988,Canada,185,92,R,['Agitator'],Ottawa Senators / Signed,"('1', '26', '2007')","['1-time NHL Stanley Cup Champion', '1-time QMJHL Champion']",Brother: Pascal Perron,37
970.0,Steve Wagner,2,46.0,22.0,24.0,2,4.0,8.0,12.0,-9.0,26.0,1.0,4.0,0.0,0.0,0.0,0.0,41.0,10.25,0.0,17.058333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Steve Wagner,D,D,https://www.nhl.com/player/8473916,https://www.eliteprospects.com/player/11337/steve-wagner,https://assets.nhle.com/mugs/nhl/latest/8473916.png,3/6/1984,USA,188,88,L,,,,['1-time DEL Champion'],"An offensive defenseman, Wagner has good size and instincts. Good passer. Excellent skater.
Can be a liabilty in his own end. Doesn't use his size enough to his advantage.",41
971.0,Mike Johnson,11,661.0,11.0,82.0,11,129.0,246.0,375.0,34.0,315.0,37.0,91.0,11.0,15.0,13.0,0.0,1140.0,11.053846153846154,37.09166666666667,16.680555555555554,22.0,4.0,3.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,12.9,0.0,15.608333333333333,Mike Johnson,RW,RW,https://www.nhl.com/player/8466109,https://www.eliteprospects.com/player/5687/mike-johnson,https://assets.nhle.com/mugs/nhl/latest/8466109.png,10/3/1974,Canada,188,87,R,,,,['1-time NHL All-Rookie Team'],,50
972.0,Yan Stastny,5,91.0,3.0,34.0,4,6.0,10.0,16.0,-20.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,7.0,46.38333333333333,9.641666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Yan Stastny,C,C,https://www.nhl.com/player/8470223,https://www.eliteprospects.com/player/8799/yan-stastny,https://assets.nhle.com/mugs/nhl/latest/8470223.png,9/30/1982,USA / Canada,178,87,L,,,"('8', '259', '2002')",['1-time USHL Clark Cup Champion'],"Stastny is a smart center who is very sound defensively. Is a speedy skater who always works hard. Displays leadership qualities and also some offensive ability.
- Erik K.",42
973.0,Cam Janssen,9,336.0,4.0,56.0,8,6.0,8.0,14.0,-26.0,774.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,5.477777777777778,26.666666666666668,4.903703703703704,10.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.85,Cam Janssen,RW,RW,https://www.nhl.com/player/8470123,https://www.eliteprospects.com/player/9028/cam-janssen,https://assets.nhle.com/mugs/nhl/latest/8470123.png,4/15/1984,USA,183,98,R,,,"('4', '117', '2002')","['1-time EIHL Champion', '1-time OHL Champion']",,41
974.0,Micki Dupont,4,23.0,2.0,16.0,1,1.0,3.0,4.0,-7.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,0.925,0.0,14.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Micki Dupont,D,D,https://www.nhl.com/player/8468750,https://www.eliteprospects.com/player/8062/micki-dupont,https://assets.nhle.com/mugs/nhl/latest/8468750.png,4/15/1980,Canada,177,79,R,,,"('9', '270', '2000')","['1-time AHL All-Rookie Team', '1-time AHL Calder Cup Champion', '1-time AHL First All-Star Team', '1-time CHL Defenseman of the Year', '1-time CHL First All-Star Team', '2-time DEL Champion', '2-time NL Media All-Star Team', '1-time Spengler Cup Winner', '1-time WHL (West) First All-Star Team', '1-time WHL Top Defenseman (Bill Hunter Trophy)']","Sons: Landon Dupont, Nolan Dupont",45
975.0,Patrik Berglund,11,717.0,23.0,82.0,11,170.0,156.0,326.0,5.0,248.0,39.0,81.0,5.0,6.0,28.0,3.0,1368.0,12.654545454545454,48.6,15.601515151515152,60.0,10.0,16.0,26.0,-1.0,24.0,2.0,3.0,0.0,0.0,0.0,0.0,109.0,7.228571428571428,41.642857142857146,15.528571428571428,Patrik Berglund,C,C,https://www.nhl.com/player/8473534,https://www.eliteprospects.com/player/3637/patrik-berglund,https://assets.nhle.com/mugs/nhl/latest/8473534.png,6/2/1988,Sweden,192,107,L,,,"('1', '25', '2006')","['1-time TV-Pucken Silver Medal', '1-time U20 WJC Silver Medal', '1-time World Championship Silver Medal', '1-time Olympic Silver Medal', '1-time World Championship Bronze Medal', '1-time NHL All-Rookie Team', '1-time Swedish Junior Hockey Player of the Year (Årets Junior)', '1-time TV-Pucken Best Forward (Sven Tumbas Stipendium)', '1-time U20 WJC All-Star Team', '1-time World Championship All-Star Team']","Berglund combines his size and great reach with good technical skills and decent scoring ability. He is tough to steal the puck from when he reaches full speed and protects the puck well. Berglund likes to drive the net and when he does not get a good shot opportunity, he is a good passer as well. He should play more physically and work on his speed, although already being a capable skater. Earlier considered a bit one-dimensional and not very hardworking, Berglund has improved significantly in both areas. He is somewhat inconsistent in his play and a bit streaky.",37
976.0,T.J. Oshie,16,1010.0,30.0,80.0,16,302.0,393.0,695.0,87.0,541.0,99.0,214.0,9.0,18.0,48.0,4.0,2059.0,14.70625,42.66875,18.23645833333333,106.0,34.0,35.0,69.0,-12.0,79.0,18.0,28.0,0.0,0.0,6.0,1.0,223.0,13.923076923076923,38.36153846153846,130.12948717948717,T.J. Oshie,RW,RW,https://www.nhl.com/player/8471698,https://www.eliteprospects.com/player/9209/t.j.-oshie,https://assets.nhle.com/mugs/nhl/latest/8471698.png,12/23/1986,USA,180,86,R,,,"('1', '24', '2005')","['1-time World Championship Bronze Medal', '1-time NCAA (West) First All-American Team', '1-time NHL Stanley Cup Champion', '2-time USHS-MN State Champion']","Great-Uncles: Max Oshie & Alvin Oshie
Father: Tim Oshie
Second Cousin: Henry Boucha
Third Cousins: Gary Sargent & Earl Sargent",38
