player_name,player_pos,player_link_official,player_link_ep,player_image
Stephane Richer,RW,https://www.nhl.com/player/8450825,,https://assets.nhle.com/mugs/nhl/20012002/NJD/8450825.png
Joel Bouchard,D,https://www.nhl.com/player/8459065,,https://assets.nhle.com/mugs/nhl/20012002/NJD/8459065.png
Stephen Guolla,C,https://www.nhl.com/player/8460482,,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460482.png
Raymond Giroux,D,https://www.nhl.com/player/8460689,,https://assets.nhle.com/mugs/nhl/20022003/NJD/8460689.png
Aleksander Suglobov,RW,https://www.nhl.com/player/8468536,,https://assets.nhle.com/mugs/nhl/20032004/NJD/8468536.png
Alexander Brooks,D,https://www.nhl.com/player/8470335,,https://assets.nhle.com/mugs/nhl/20062007/NJD/8470335.png
Vitaly Vishnevski,D,https://www.nhl.com/player/8467352,,https://assets.nhle.com/mugs/nhl/20072008/NJD/8467352.png
Niclas Havelid,D,https://www.nhl.com/player/8467956,,https://assets.nhle.com/mugs/nhl/20082009/NJD/8467956.png
Petr Vrana,LW,https://www.nhl.com/player/8470635,,https://assets.nhle.com/mugs/nhl/20082009/NJD/8470635.png
Pierre-Luc Letourneau-Leblond,RW,https://www.nhl.com/player/8471428,,https://assets.nhle.com/mugs/nhl/20082009/NJD/8471428.png
Stephane Veilleux,LW,https://www.nhl.com/player/8469542,,https://assets.nhle.com/mugs/nhl/20112012/NJD/8469542.png
Raman Hrabarenka,D,https://www.nhl.com/player/8477127,,https://assets.nhle.com/mugs/nhl/20142015/NJD/8477127.png
Sergey Kalinin,C,https://www.nhl.com/player/8478566,,https://assets.nhle.com/mugs/nhl/20152016/NJD/8478566.png
Mirco Mueller,D,https://www.nhl.com/player/8477509,,https://assets.nhle.com/mugs/nhl/20172018/NJD/8477509.png
Egor Yakovlev,D,https://www.nhl.com/player/8480948,,https://assets.nhle.com/mugs/nhl/20182019/NJD/8480948.png
Jean-Sebastien Dea,C,https://www.nhl.com/player/8477520,,https://assets.nhle.com/mugs/nhl/20182019/NJD/8477520.png
Marián Studenic,RW,https://www.nhl.com/player/8480226,,https://assets.nhle.com/mugs/nhl/20202021/NJD/8480226.png
Dmitry Kulikov,D,https://www.nhl.com/player/8475179,,https://assets.nhle.com/mugs/nhl/20202021/NJD/8475179.png
Nikita Okhotiuk,D,https://www.nhl.com/player/8481537,,https://assets.nhle.com/mugs/nhl/20212022/NJD/8481537.png
Frederik Gauthier,C,https://www.nhl.com/player/8477512,,https://assets.nhle.com/mugs/nhl/20212022/NJD/8477512.png
Jonas Ronnqvist,RW,https://www.nhl.com/player/8468578,,https://assets.nhle.com/mugs/nhl/20002001/ANA/8468578.png
Antti Jussi Niemi,D,https://www.nhl.com/player/8465034,,https://assets.nhle.com/mugs/nhl/20002001/ANA/8465034.png
Timo Parssinen,LW,https://www.nhl.com/player/8469551,,https://assets.nhle.com/mugs/nhl/20012002/ANA/8469551.png
Sandis Ozolinsh,D,https://www.nhl.com/player/8458544,,https://assets.nhle.com/mugs/nhl/20022003/ANA/8458544.png
Jonathan Hedstrom,RW,https://www.nhl.com/player/8466345,,https://assets.nhle.com/mugs/nhl/20022003/ANA/8466345.png
Petr Schastlivy,LW,https://www.nhl.com/player/8467425,,https://assets.nhle.com/mugs/nhl/20032004/ANA/8467425.png
Tony Martensson,C,https://www.nhl.com/player/8469667,,https://assets.nhle.com/mugs/nhl/20032004/ANA/8469667.png
Joe Dipenta,D,https://www.nhl.com/player/8467387,,https://assets.nhle.com/mugs/nhl/20052006/ANA/8467387.png
Bruno St. Jacques,D,https://www.nhl.com/player/8467558,,https://assets.nhle.com/mugs/nhl/20052006/ANA/8467558.png
Bjorn Melin,RW,https://www.nhl.com/player/8468036,,https://assets.nhle.com/mugs/nhl/20062007/ANA/8468036.png
Maxim Kondratiev,D,https://www.nhl.com/player/8469615,,https://assets.nhle.com/mugs/nhl/20072008/ANA/8469615.png
Jean-Francois Jacques,LW,https://www.nhl.com/player/8470661,,https://assets.nhle.com/mugs/nhl/20112012/ANA/8470661.png
Simon Despres,D,https://www.nhl.com/player/8475155,,https://assets.nhle.com/mugs/nhl/20142015/ANA/8475155.png
Nick Sorensen,RW,https://www.nhl.com/player/8477466,,https://assets.nhle.com/mugs/nhl/20162017/ANA/8477466.png
Nicolas Kerdiles,LW,https://www.nhl.com/player/8476866,,https://assets.nhle.com/mugs/nhl/20162017/ANA/8476866.png
JT Brown,RW,https://www.nhl.com/player/8476806,,https://assets.nhle.com/mugs/nhl/20172018/ANA/8476806.png
Pontus Aberg,LW,https://www.nhl.com/player/8476857,,https://assets.nhle.com/mugs/nhl/20182019/ANA/8476857.png
Joshua Mahura,D,https://www.nhl.com/player/8479372,,https://assets.nhle.com/mugs/nhl/20182019/ANA/8479372.png
Isac Lundestrom,C,https://www.nhl.com/player/8480806,,https://assets.nhle.com/mugs/nhl/20182019/ANA/8480806.png
Simon Benoit,D,https://www.nhl.com/player/8481122,,https://assets.nhle.com/mugs/nhl/20202021/ANA/8481122.png
Bo Groulx,C,https://www.nhl.com/player/8480870,,https://assets.nhle.com/mugs/nhl/20212022/ANA/8480870.png
Robert Hagg,D,https://www.nhl.com/player/8477462,,https://assets.nhle.com/mugs/nhl/20232024/ANA/8477462.png
Martin Gelinas,LW,https://www.nhl.com/player/8447091,,https://assets.nhle.com/mugs/nhl/20022003/CGY/8447091.png
Robert Dome,LW,https://www.nhl.com/player/8462843,,https://assets.nhle.com/mugs/nhl/20022003/CGY/8462843.png
Tomi Maki,RW,https://www.nhl.com/player/8469557,,https://assets.nhle.com/mugs/nhl/20062007/CGY/8469557.png
Andre Roy,RW,https://www.nhl.com/player/8460639,,https://assets.nhle.com/mugs/nhl/20082009/CGY/8460639.png
Fredrik Sjostrom,LW,https://www.nhl.com/player/8469464,,https://assets.nhle.com/mugs/nhl/20092010/CGY/8469464.png
TJ Brodie,D,https://www.nhl.com/player/8474673,,https://assets.nhle.com/mugs/nhl/20102011/CGY/8474673.png
Roman Horak,C,https://www.nhl.com/player/8475264,,https://assets.nhle.com/mugs/nhl/20112012/CGY/8475264.png
Roman Cervenka,C,https://www.nhl.com/player/8476834,,https://assets.nhle.com/mugs/nhl/20122013/CGY/8476834.png
Emile Poirier,LW,https://www.nhl.com/player/8477486,,https://assets.nhle.com/mugs/nhl/20142015/CGY/8477486.png
Jakub Nakladal,D,https://www.nhl.com/player/8478562,,https://assets.nhle.com/mugs/nhl/20152016/CGY/8478562.png
Nicholas Shore,C,https://www.nhl.com/player/8476406,,https://assets.nhle.com/mugs/nhl/20172018/CGY/8476406.png
Marek Hrivik,LW,https://www.nhl.com/player/8475949,,https://assets.nhle.com/mugs/nhl/20172018/CGY/8475949.png
Dillon Dube,C,https://www.nhl.com/player/8479346,,https://assets.nhle.com/mugs/nhl/20182019/CGY/8479346.png
Calle Jarnkrok,C,https://www.nhl.com/player/8475714,,https://assets.nhle.com/mugs/nhl/20212022/CGY/8475714.png
Eric Desjardins,D,https://www.nhl.com/player/8446407,,https://assets.nhle.com/mugs/nhl/20002001/PHI/8446407.png
Michal Sykora,D,https://www.nhl.com/player/8459059,,https://assets.nhle.com/mugs/nhl/20002001/PHI/8459059.png
John Leclair,LW,https://www.nhl.com/player/8448622,,https://assets.nhle.com/mugs/nhl/20002001/PHI/8448622.png
Joni Pitkanen,D,https://www.nhl.com/player/8470137,,https://assets.nhle.com/mugs/nhl/20032004/PHI/8470137.png
Danny Markov,D,https://www.nhl.com/player/8462258,,https://assets.nhle.com/mugs/nhl/20032004/PHI/8462258.png
Petr Nedved,C,https://www.nhl.com/player/8449807,,https://assets.nhle.com/mugs/nhl/20052006/PHI/8449807.png
Dimitri Afanasenkov,LW,https://www.nhl.com/player/8467397,,https://assets.nhle.com/mugs/nhl/20062007/PHI/8467397.png
Eric Meloche,RW,https://www.nhl.com/player/8465220,,https://assets.nhle.com/mugs/nhl/20062007/PHI/8465220.png
Jaroslav Modry,D,https://www.nhl.com/player/8457403,,https://assets.nhle.com/mugs/nhl/20072008/PHI/8457403.png
Andreas Nodl,RW,https://www.nhl.com/player/8473568,,https://assets.nhle.com/mugs/nhl/20082009/PHI/8473568.png
Mika Pyorala,C,https://www.nhl.com/player/8475381,,https://assets.nhle.com/mugs/nhl/20092010/PHI/8475381.png
David Laliberte,RW,https://www.nhl.com/player/8471336,,https://assets.nhle.com/mugs/nhl/20092010/PHI/8471336.png
Marc-Andre Bourdon,D,https://www.nhl.com/player/8474631,,https://assets.nhle.com/mugs/nhl/20112012/PHI/8474631.png
Evgeny Medvedev,D,https://www.nhl.com/player/8478563,,https://assets.nhle.com/mugs/nhl/20152016/PHI/8478563.png
Mikhail Vorobyev,C,https://www.nhl.com/player/8478844,,https://assets.nhle.com/mugs/nhl/20182019/PHI/8478844.png
Maksim Sushko,RW,https://www.nhl.com/player/8480201,,https://assets.nhle.com/mugs/nhl/20202021/PHI/8480201.png
Egor Zamula,D,https://www.nhl.com/player/8481178,,https://assets.nhle.com/mugs/nhl/20202021/PHI/8481178.png
Linus Hogberg,D,https://www.nhl.com/player/8479534,,https://assets.nhle.com/mugs/nhl/20212022/PHI/8479534.png
Rodrigo Abols,C,https://www.nhl.com/player/8479022,,https://assets.nhle.com/mugs/nhl/20242025/PHI/8479022.png
Nikita Grebenkin,RW,https://www.nhl.com/player/8483733,,https://assets.nhle.com/mugs/nhl/20242025/PHI/8483733.png
Jonas Rondbjerg,RW,https://www.nhl.com/player/8480007,,https://assets.nhle.com/mugs/nhl/20212022/VGK/8480007.png
Tobias Bjornfot,D,https://www.nhl.com/player/8481600,,https://assets.nhle.com/mugs/nhl/20232024/VGK/8481600.png
Raphael Lavoie,C,https://www.nhl.com/player/8481534,,https://assets.nhle.com/mugs/nhl/20242025/VGK/8481534.png
Tommy Vestlund,LW,https://www.nhl.com/player/8467418,,https://assets.nhle.com/mugs/nhl/20002001/CAR/8467418.png
Michael Rucinski,D,https://www.nhl.com/player/8460007,,https://assets.nhle.com/mugs/nhl/20002001/CAR/8460007.png
Tomas Kurka,LW,https://www.nhl.com/player/8468512,,https://assets.nhle.com/mugs/nhl/20022003/CAR/8468512.png
Brad Defauw,LW,https://www.nhl.com/player/8466163,,https://assets.nhle.com/mugs/nhl/20022003/CAR/8466163.png
Allan Rourke,D,https://www.nhl.com/player/8467469,,https://assets.nhle.com/mugs/nhl/20032004/CAR/8467469.png
Jerome Samson,RW,https://www.nhl.com/player/8474220,,https://assets.nhle.com/mugs/nhl/20092010/CAR/8474220.png
Michal Jordan,D,https://www.nhl.com/player/8474661,,https://assets.nhle.com/mugs/nhl/20122013/CAR/8474661.png
Sergey Tolchinsky,LW,https://www.nhl.com/player/8477566,,https://assets.nhle.com/mugs/nhl/20152016/CAR/8477566.png
Saku Maenalanen,RW,https://www.nhl.com/player/8477357,,https://assets.nhle.com/mugs/nhl/20182019/CAR/8477357.png
Joey Keane,D,https://www.nhl.com/player/8480466,,https://assets.nhle.com/mugs/nhl/20202021/CAR/8480466.png
Jesse Puljujarvi,RW,https://www.nhl.com/player/8479344,,https://assets.nhle.com/mugs/nhl/20222023/CAR/8479344.png
Vasily Ponomarev,C,https://www.nhl.com/player/8482102,,https://assets.nhle.com/mugs/nhl/20232024/CAR/8482102.png
Juha Jaaska,LW,https://www.nhl.com/player/8484929,,https://assets.nhle.com/mugs/nhl/20242025/CAR/8484929.png
Kenny Jonsson,D,https://www.nhl.com/player/8459434,,https://assets.nhle.com/mugs/nhl/20002001/NYI/8459434.png
Evgeny Korolev,D,https://www.nhl.com/player/8465165,,https://assets.nhle.com/mugs/nhl/20002001/NYI/8465165.png
Robert Petrovicky,C,https://www.nhl.com/player/8458946,,https://assets.nhle.com/mugs/nhl/20002001/NYI/8458946.png
Jesse Belanger,C,https://www.nhl.com/player/8455564,,https://assets.nhle.com/mugs/nhl/20002001/NYI/8455564.png
Alexandre Kharitonov,RW,https://www.nhl.com/player/8468561,,https://assets.nhle.com/mugs/nhl/20012002/NYI/8468561.png
Masi Marjamaki,LW,https://www.nhl.com/player/8470659,,https://assets.nhle.com/mugs/nhl/20052006/NYI/8470659.png
Thomas Pock,D,https://www.nhl.com/player/8469919,,https://assets.nhle.com/mugs/nhl/20082009/NYI/8469919.png
Kurtis Mclean,RW,https://www.nhl.com/player/8472008,,https://assets.nhle.com/mugs/nhl/20082009/NYI/8472008.png
David Ullstrom,LW,https://www.nhl.com/player/8474666,,https://assets.nhle.com/mugs/nhl/20112012/NYI/8474666.png
Johan Sundstrom,C,https://www.nhl.com/player/8476445,,https://assets.nhle.com/mugs/nhl/20132014/NYI/8476445.png
Nikolay Kulemin,LW,https://www.nhl.com/player/8473579,,https://assets.nhle.com/mugs/nhl/20142015/NYI/8473579.png
Joshua Ho-Sang,RW,https://www.nhl.com/player/8477959,,https://assets.nhle.com/mugs/nhl/20162017/NYI/8477959.png
Tom Kuhnhackl,RW,https://www.nhl.com/player/8475832,,https://assets.nhle.com/mugs/nhl/20182019/NYI/8475832.png
Simon Holmstrom,RW,https://www.nhl.com/player/8481601,,https://assets.nhle.com/mugs/nhl/20222023/NYI/8481601.png
Nik Antropov,C,https://www.nhl.com/player/8467353,,https://assets.nhle.com/mugs/nhl/20112012/WPG/8467353.png
Toby Enstrom,D,https://www.nhl.com/player/8470828,,https://assets.nhle.com/mugs/nhl/20112012/WPG/8470828.png
CJ Suess,LW,https://www.nhl.com/player/8478058,,https://assets.nhle.com/mugs/nhl/20192020/WPG/8478058.png
Evgeny Svechnikov,LW,https://www.nhl.com/player/8478431,,https://assets.nhle.com/mugs/nhl/20212022/WPG/8478431.png
Ziggy Palffy,RW,https://www.nhl.com/player/8458540,,https://assets.nhle.com/mugs/nhl/20002001/LAK/8458540.png
Mattias Norstrom,D,https://www.nhl.com/player/8458984,,https://assets.nhle.com/mugs/nhl/20002001/LAK/8458984.png
John Thomas,RW,https://www.nhl.com/player/8458208,,https://assets.nhle.com/mugs/nhl/20002001/LAK/8458208.png
Alex Frolov,LW,https://www.nhl.com/player/8468500,,https://assets.nhle.com/mugs/nhl/20022003/LAK/8468500.png
Konstantin Pushkarev,RW,https://www.nhl.com/player/8470637,,https://assets.nhle.com/mugs/nhl/20052006/LAK/8470637.png
Oscar Moller,RW,https://www.nhl.com/player/8474114,,https://assets.nhle.com/mugs/nhl/20082009/LAK/8474114.png
Slava Voynov,D,https://www.nhl.com/player/8474594,,https://assets.nhle.com/mugs/nhl/20112012/LAK/8474594.png
Carl Grundstrom,RW,https://www.nhl.com/player/8479336,,https://assets.nhle.com/mugs/nhl/20182019/LAK/8479336.png
Vladimir Tkachev,LW,https://www.nhl.com/player/8478250,,https://assets.nhle.com/mugs/nhl/20212022/LAK/8478250.png
Frederick Gaudreau,C,https://www.nhl.com/player/8477919,,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477919.png
Martin St. Louis,RW,https://www.nhl.com/player/8466378,,https://assets.nhle.com/mugs/nhl/20002001/TBL/8466378.png
Nisse Ekman,RW,https://www.nhl.com/player/8460595,,https://assets.nhle.com/mugs/nhl/20002001/TBL/8460595.png
Kaspars Astashenko,D,https://www.nhl.com/player/8468000,,https://assets.nhle.com/mugs/nhl/20002001/TBL/8468000.png
Stan Neckar,D,https://www.nhl.com/player/8460520,,https://assets.nhle.com/mugs/nhl/20002001/TBL/8460520.png
Sergey Gusev,D,https://www.nhl.com/player/8462096,,https://assets.nhle.com/mugs/nhl/20002001/TBL/8462096.png
Jimmie Olvestad,LW,https://www.nhl.com/player/8467961,,https://assets.nhle.com/mugs/nhl/20012002/TBL/8467961.png
Juha Ylonen,C,https://www.nhl.com/player/8458605,,https://assets.nhle.com/mugs/nhl/20012002/TBL/8458605.png
Zdeno Ciger,LW,https://www.nhl.com/player/8446133,,https://assets.nhle.com/mugs/nhl/20012002/TBL/8446133.png
Gaetan Royer,RW,https://www.nhl.com/player/8460821,,https://assets.nhle.com/mugs/nhl/20012002/TBL/8460821.png
Eric Perrin,C,https://www.nhl.com/player/8466399,,https://assets.nhle.com/mugs/nhl/20032004/TBL/8466399.png
Norman Milley,RW,https://www.nhl.com/player/8467373,,https://assets.nhle.com/mugs/nhl/20052006/TBL/8467373.png
Vladimir Mihalik,D,https://www.nhl.com/player/8471704,,https://assets.nhle.com/mugs/nhl/20082009/TBL/8471704.png
Pierre-Cedric Labrie,LW,https://www.nhl.com/player/8474201,,https://assets.nhle.com/mugs/nhl/20112012/TBL/8474201.png
Dmitry Korobov,D,https://www.nhl.com/player/8477082,,https://assets.nhle.com/mugs/nhl/20132014/TBL/8477082.png
Joel Vermin,RW,https://www.nhl.com/player/8477326,,https://assets.nhle.com/mugs/nhl/20152016/TBL/8477326.png
Max Crozier,D,https://www.nhl.com/player/8481719,,https://assets.nhle.com/mugs/nhl/20232024/TBL/8481719.png
Mathew Dumba,D,https://www.nhl.com/player/8476856,,https://assets.nhle.com/mugs/nhl/20232024/TBL/8476856.png
Waltteri Merela,C,https://www.nhl.com/player/8484325,,https://assets.nhle.com/mugs/nhl/20232024/TBL/8484325.png
J.J. Moser,D,https://www.nhl.com/player/8482655,,https://assets.nhle.com/mugs/nhl/20242025/TBL/8482655.png
Jonas Hoglund,RW,https://www.nhl.com/player/8459158,,https://assets.nhle.com/mugs/nhl/20002001/TOR/8459158.png
Jonas Frogren,D,https://www.nhl.com/player/8467531,,https://assets.nhle.com/mugs/nhl/20082009/TOR/8467531.png
Andre Deveaux,C,https://www.nhl.com/player/8470301,,https://assets.nhle.com/mugs/nhl/20082009/TOR/8470301.png
Marcel Mueller,C,https://www.nhl.com/player/8475950,,https://assets.nhle.com/mugs/nhl/20102011/TOR/8475950.png
TJ Brennan,D,https://www.nhl.com/player/8474113,,https://assets.nhle.com/mugs/nhl/20142015/TOR/8474113.png
Milan Michalek,LW,https://www.nhl.com/player/8470599,,https://assets.nhle.com/mugs/nhl/20152016/TOR/8470599.png
Viktor Loov,D,https://www.nhl.com/player/8477033,,https://assets.nhle.com/mugs/nhl/20152016/TOR/8477033.png
Mitch Marner,RW,https://www.nhl.com/player/8478483,,https://assets.nhle.com/mugs/nhl/20162017/TOR/8478483.png
Alexey Marchenko,D,https://www.nhl.com/player/8476289,,https://assets.nhle.com/mugs/nhl/20162017/TOR/8476289.png
Egor Korshkov,RW,https://www.nhl.com/player/8479510,,https://assets.nhle.com/mugs/nhl/20192020/TOR/8479510.png
Nicholas Robertson,LW,https://www.nhl.com/player/8481582,,https://assets.nhle.com/mugs/nhl/20202021/TOR/8481582.png
Filip Kral,D,https://www.nhl.com/player/8480820,,https://assets.nhle.com/mugs/nhl/20222023/TOR/8480820.png
Patrick Cote,LW,https://www.nhl.com/player/8460846,,https://assets.nhle.com/mugs/nhl/20002001/EDM/8460846.png
Alexei Semenov,D,https://www.nhl.com/player/8467909,,https://assets.nhle.com/mugs/nhl/20022003/EDM/8467909.png
Sebastien Bisaillon,D,https://www.nhl.com/player/8471911,,https://assets.nhle.com/mugs/nhl/20062007/EDM/8471911.png
Milan Kytnar,C,https://www.nhl.com/player/8474128,,https://assets.nhle.com/mugs/nhl/20112012/EDM/8474128.png
Joseph Gambardella,C,https://www.nhl.com/player/8479970,,https://assets.nhle.com/mugs/nhl/20182019/EDM/8479970.png
Gaetan Haas,C,https://www.nhl.com/player/8481813,,https://assets.nhle.com/mugs/nhl/20192020/EDM/8481813.png
Joakim Nygard,LW,https://www.nhl.com/player/8481638,,https://assets.nhle.com/mugs/nhl/20192020/EDM/8481638.png
Markus Niemelainen,D,https://www.nhl.com/player/8479338,,https://assets.nhle.com/mugs/nhl/20212022/EDM/8479338.png
Philip Kemp,D,https://www.nhl.com/player/8480274,,https://assets.nhle.com/mugs/nhl/20232024/EDM/8480274.png
Matt Savoie,C,https://www.nhl.com/player/8483512,,https://assets.nhle.com/mugs/nhl/20242025/EDM/8483512.png
Stephane Matteau,LW,https://www.nhl.com/player/8449295,,https://assets.nhle.com/mugs/nhl/20022003/FLA/8449295.png
Gregory Jacina,C,https://www.nhl.com/player/8469805,,https://assets.nhle.com/mugs/nhl/20052006/FLA/8469805.png
Michal Repik,RW,https://www.nhl.com/player/8474153,,https://assets.nhle.com/mugs/nhl/20082009/FLA/8474153.png
Jonathan Rheault,RW,https://www.nhl.com/player/8473616,,https://assets.nhle.com/mugs/nhl/20122013/FLA/8473616.png
Patric Hornqvist,RW,https://www.nhl.com/player/8471887,,https://assets.nhle.com/mugs/nhl/20202021/FLA/8471887.png
Josef Beranek,LW,https://www.nhl.com/player/8455575,,https://assets.nhle.com/mugs/nhl/20002001/PIT/8455575.png
Aleksey Morozov,RW,https://www.nhl.com/player/8462054,,https://assets.nhle.com/mugs/nhl/20002001/PIT/8462054.png
Rene Corbet,LW,https://www.nhl.com/player/8458538,,https://assets.nhle.com/mugs/nhl/20002001/PIT/8458538.png
Evgeni Malkin,C,https://www.nhl.com/player/8471215,,https://assets.nhle.com/mugs/nhl/20062007/PIT/8471215.png
P.O Joseph,D,https://www.nhl.com/player/8480058,,https://assets.nhle.com/mugs/nhl/20202021/PIT/8480058.png
Kasper Bjorkqvist,RW,https://www.nhl.com/player/8479512,,https://assets.nhle.com/mugs/nhl/20212022/PIT/8479512.png
Filip Hallander,C,https://www.nhl.com/player/8480842,,https://assets.nhle.com/mugs/nhl/20212022/PIT/8480842.png
Sam Poulin,RW,https://www.nhl.com/player/8481591,,https://assets.nhle.com/mugs/nhl/20222023/PIT/8481591.png
Vitali Yachmenev,RW,https://www.nhl.com/player/8460551,,https://assets.nhle.com/mugs/nhl/20002001/NSH/8460551.png
Sebastien Bordeleau,C,https://www.nhl.com/player/8459494,,https://assets.nhle.com/mugs/nhl/20002001/NSH/8459494.png
Alexandre Boikov,D,https://www.nhl.com/player/8464783,,https://assets.nhle.com/mugs/nhl/20002001/NSH/8464783.png
J-P Dumont,RW,https://www.nhl.com/player/8464957,,https://assets.nhle.com/mugs/nhl/20062007/NSH/8464957.png
Antti Pihlstrom,LW,https://www.nhl.com/player/8473973,,https://assets.nhle.com/mugs/nhl/20072008/NSH/8473973.png
Peter Olvecky,LW,https://www.nhl.com/player/8471290,,https://assets.nhle.com/mugs/nhl/20092010/NSH/8471290.png
Daniel Bang,LW,https://www.nhl.com/player/8476835,,https://assets.nhle.com/mugs/nhl/20122013/NSH/8476835.png
Miikka Salomaki,RW,https://www.nhl.com/player/8476447,,https://assets.nhle.com/mugs/nhl/20142015/NSH/8476447.png
Jeremy Davies,D,https://www.nhl.com/player/8479602,,https://assets.nhle.com/mugs/nhl/20202021/NSH/8479602.png
Juuso Parssinen,C,https://www.nhl.com/player/8481704,,https://assets.nhle.com/mugs/nhl/20222023/NSH/8481704.png
Egor Afanasyev,LW,https://www.nhl.com/player/8481585,,https://assets.nhle.com/mugs/nhl/20222023/NSH/8481585.png
Fedor Svechkov,C,https://www.nhl.com/player/8482768,,https://assets.nhle.com/mugs/nhl/20242025/NSH/8482768.png
Eric Lacroix,LW,https://www.nhl.com/player/8456933,,https://assets.nhle.com/mugs/nhl/20002001/NYR/8456933.png
Libor Hajek,D,https://www.nhl.com/player/8479333,,https://assets.nhle.com/mugs/nhl/20182019/NYR/8479333.png
Adam Edstrom,C,https://www.nhl.com/player/8481726,,https://assets.nhle.com/mugs/nhl/20232024/NYR/8481726.png
Nicklas Lidstrom,D,https://www.nhl.com/player/8457063,,https://assets.nhle.com/mugs/nhl/20002001/DET/8457063.png
Tomas Holmstrom,LW,https://www.nhl.com/player/8460743,,https://assets.nhle.com/mugs/nhl/20002001/DET/8460743.png
Johan Franzen,RW,https://www.nhl.com/player/8471309,,https://assets.nhle.com/mugs/nhl/20052006/DET/8471309.png
Fabian Brunnstrom,LW,https://www.nhl.com/player/8474552,,https://assets.nhle.com/mugs/nhl/20112012/DET/8474552.png
Mathias Brome,LW,https://www.nhl.com/player/8482240,,https://assets.nhle.com/mugs/nhl/20202021/DET/8482240.png
Elmer Soderblom,LW,https://www.nhl.com/player/8481725,,https://assets.nhle.com/mugs/nhl/20222023/DET/8481725.png
Nick Baptiste,RW,https://www.nhl.com/player/8477491,,https://assets.nhle.com/mugs/nhl/20162017/BUF/8477491.png
Victor Antipin,D,https://www.nhl.com/player/8479755,,https://assets.nhle.com/mugs/nhl/20172018/BUF/8479755.png
Jiri Kulich,C,https://www.nhl.com/player/8483468,,https://assets.nhle.com/mugs/nhl/20232024/BUF/8483468.png
Isak Rosen,RW,https://www.nhl.com/player/8482765,,https://assets.nhle.com/mugs/nhl/20232024/BUF/8482765.png
Noah Ostlund,C,https://www.nhl.com/player/8483500,,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483500.png
Stephane Da Costa,C,https://www.nhl.com/player/8476205,,https://assets.nhle.com/mugs/nhl/20102011/OTT/8476205.png
Andre Petersson,RW,https://www.nhl.com/player/8474670,,https://assets.nhle.com/mugs/nhl/20112012/OTT/8474670.png
Christopher DiDomenico,LW,https://www.nhl.com/player/8474018,,https://assets.nhle.com/mugs/nhl/20162017/OTT/8474018.png
Filip Chlapik,C,https://www.nhl.com/player/8478488,,https://assets.nhle.com/mugs/nhl/20172018/OTT/8478488.png
Max Veronneau,RW,https://www.nhl.com/player/8480314,,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480314.png
Erik Brannstrom,D,https://www.nhl.com/player/8480073,,https://assets.nhle.com/mugs/nhl/20182019/OTT/8480073.png
J.C. Beaudin,C,https://www.nhl.com/player/8478833,,https://assets.nhle.com/mugs/nhl/20192020/OTT/8478833.png
Artem Zub,D,https://www.nhl.com/player/8482245,,https://assets.nhle.com/mugs/nhl/20202021/OTT/8482245.png
Egor Sokolov,LW,https://www.nhl.com/player/8481102,,https://assets.nhle.com/mugs/nhl/20212022/OTT/8481102.png
Maxence Guenette,D,https://www.nhl.com/player/8481679,,https://assets.nhle.com/mugs/nhl/20222023/OTT/8481679.png
Roby Jarventie,LW,https://www.nhl.com/player/8482162,,https://assets.nhle.com/mugs/nhl/20232024/OTT/8482162.png
Jan Jenik,C,https://www.nhl.com/player/8480890,,https://assets.nhle.com/mugs/nhl/20242025/OTT/8480890.png
Marc-Edouard Vlasic,D,https://www.nhl.com/player/8471709,,https://assets.nhle.com/mugs/nhl/20062007/SJS/8471709.png
Marcus Sorensen,LW,https://www.nhl.com/player/8475834,,https://assets.nhle.com/mugs/nhl/20162017/SJS/8475834.png
Jake Middleton,D,https://www.nhl.com/player/8478136,,https://assets.nhle.com/mugs/nhl/20182019/SJS/8478136.png
Danil Yurtaykin,LW,https://www.nhl.com/player/8481515,,https://assets.nhle.com/mugs/nhl/20192020/SJS/8481515.png
Sasha Chmelevski,C,https://www.nhl.com/player/8480053,,https://assets.nhle.com/mugs/nhl/20202021/SJS/8480053.png
Fredrik Handemark,C,https://www.nhl.com/player/8482248,,https://assets.nhle.com/mugs/nhl/20202021/SJS/8482248.png
Jonathan Dahlen,C,https://www.nhl.com/player/8479373,,https://assets.nhle.com/mugs/nhl/20212022/SJS/8479373.png
Artemi Kniazev,D,https://www.nhl.com/player/8481552,,https://assets.nhle.com/mugs/nhl/20212022/SJS/8481552.png
Danil Gushchin,LW,https://www.nhl.com/player/8482101,,https://assets.nhle.com/mugs/nhl/20222023/SJS/8482101.png
Cam Lund,C,https://www.nhl.com/player/8483481,,https://assets.nhle.com/mugs/nhl/20242025/SJS/8483481.png
Mathias Tjarnqvist,LW,https://www.nhl.com/player/8467969,,https://assets.nhle.com/mugs/nhl/20032004/DAL/8467969.png
Ivan Vishnevskiy,D,https://www.nhl.com/player/8473582,,https://assets.nhle.com/mugs/nhl/20082009/DAL/8473582.png
Fredrik Karlstrom,C,https://www.nhl.com/player/8479518,,https://assets.nhle.com/mugs/nhl/20212022/DAL/8479518.png
